node_id,node_type,label,x,y,max_similarity
reference__3STB-ASU0-VHH_B-Ag_C,reference_antigen,3STB-ASU0-VHH_B-Ag_C,-0.022023,-0.028126,1.00000
reference__3ZHD-ASU1-VHH_E-Ag_C,reference_antigen,3ZHD-ASU1-VHH_E-Ag_C,-0.011430,-0.014053,1.00000
reference__3ZHD-ASU1-VHH_F-Ag_A,reference_antigen,3ZHD-ASU1-VHH_F-Ag_A,-0.011075,-0.015364,1.00000
reference__4C56-ASU0-VH_H-VL_G-Ag_E_I,reference_antigen,4C56-ASU0-VH_H-VL_G-Ag_E_I,-0.013185,-0.009763,1.00000
reference__4DK3-ASU0-VHH_A-Ag_C,reference_antigen,4DK3-ASU0-VHH_A-Ag_C,-0.019975,-0.024777,1.00000
reference__4DK6-ASU0-VHH_B-Ag_C,reference_antigen,4DK6-ASU0-VHH_B-Ag_C,-0.025083,-0.002580,1.00000
reference__4DKF-ASU0-VH_H-VL_L-Ag_A,reference_antigen,4DKF-ASU0-VH_H-VL_L-Ag_A,-0.010361,-0.014253,1.00000
reference__4DKF-ASU0-VH_I-VL_M-Ag_A,reference_antigen,4DKF-ASU0-VH_I-VL_M-Ag_A,-0.010259,-0.014047,1.00000
reference__4DKF-ASU2-VH_G-VL_J-Ag_C,reference_antigen,4DKF-ASU2-VH_G-VL_J-Ag_C,-0.010281,-0.014048,1.00000
reference__4KRM-ASU0-VHH_D-Ag_C,reference_antigen,4KRM-ASU0-VHH_D-Ag_C,-0.011019,-0.015531,1.00000
reference__4KRM-ASU0-VHH_L-Ag_I,reference_antigen,4KRM-ASU0-VHH_L-Ag_I,-0.011433,-0.016125,1.00000
reference__4MAY-ASU0-VH_D-VL_C-Ag_A,reference_antigen,4MAY-ASU0-VH_D-VL_C-Ag_A,0.010627,-0.008580,1.00000
reference__4PLK-ASU0-VH_D-VL_C-Ag_A,reference_antigen,4PLK-ASU0-VH_D-VL_C-Ag_A,-0.008816,-0.012077,1.00000
reference__4PLK-ASU0-VH_H-VL_L-Ag_A,reference_antigen,4PLK-ASU0-VH_H-VL_L-Ag_A,-0.009693,-0.012721,1.00000
reference__4XVU-ASU0-VH_I-VL_J-Ag_G,reference_antigen,4XVU-ASU0-VH_I-VL_J-Ag_G,-0.010104,-0.013872,1.00000
reference__4XVU-ASU0-VH_K-VL_L-Ag_G,reference_antigen,4XVU-ASU0-VH_K-VL_L-Ag_G,-0.011797,-0.020377,1.00000
reference__5BOP-ASU0-VHH_A-Ag_B,reference_antigen,5BOP-ASU0-VHH_A-Ag_B,-0.022596,-0.049606,1.00000
reference__5BOP-ASU0-VHH_C-Ag_B,reference_antigen,5BOP-ASU0-VHH_C-Ag_B,-0.026583,-0.031722,1.00000
reference__5OCL-ASU0-VHH_G-Ag_F,reference_antigen,5OCL-ASU0-VHH_G-Ag_F,-0.011404,-0.016843,1.00000
reference__5OVW-ASU0-VHH_G-Ag_A,reference_antigen,5OVW-ASU0-VHH_G-Ag_A,-0.016566,-0.036321,1.00000
reference__5OVW-ASU0-VHH_J-Ag_B,reference_antigen,5OVW-ASU0-VHH_J-Ag_B,-0.016645,-0.034028,1.00000
reference__5TD8-ASU0-VHH_E-Ag_A,reference_antigen,5TD8-ASU0-VHH_E-Ag_A,-0.013908,-0.021245,1.00000
reference__5UDD-ASU0-VH_J-VL_P-Ag_A,reference_antigen,5UDD-ASU0-VH_J-VL_P-Ag_A,-0.009168,-0.012169,1.00000
reference__6BPE-ASU0-VH_B-VL_C-Ag_A,reference_antigen,6BPE-ASU0-VH_B-VL_C-Ag_A,-0.010437,-0.014928,1.00000
reference__6DO1-ASU0-VHH_E-Ag_A_B,reference_antigen,6DO1-ASU0-VHH_E-Ag_A_B,-0.009606,-0.013141,1.00000
reference__6GKD-ASU0-VHH_G-Ag_F,reference_antigen,6GKD-ASU0-VHH_G-Ag_F,-0.010429,-0.013727,1.00000
reference__6GKD-ASU0-VHH_H-Ag_F_I,reference_antigen,6GKD-ASU0-VHH_H-Ag_F_I,-0.009781,-0.012716,1.00000
reference__6GKD-ASU0-VHH_T-Ag_F_P,reference_antigen,6GKD-ASU0-VHH_T-Ag_F_P,-0.012980,0.003437,1.00000
reference__6OAO-ASU0-VH_J-VL_J-Ag_I,reference_antigen,6OAO-ASU0-VH_J-VL_J-Ag_I,-0.008403,-0.012876,1.00000
reference__6OL7-ASU0-VH_C-VL_B-Ag_D,reference_antigen,6OL7-ASU0-VH_C-VL_B-Ag_D,-0.009635,-0.011175,1.00000
reference__6OL7-ASU0-VH_K-VL_J-Ag_F,reference_antigen,6OL7-ASU0-VH_K-VL_J-Ag_F,-0.011039,-0.015314,1.00000
reference__6SGE-ASU0-VHH_B-Ag_A,reference_antigen,6SGE-ASU0-VHH_B-Ag_A,-0.066517,-0.195363,1.00000
reference__6SGE-ASU0-VHH_D-Ag_A,reference_antigen,6SGE-ASU0-VHH_D-Ag_A,-0.071215,-0.170658,1.00000
reference__6TYL-ASU0-VHH_D-Ag_A,reference_antigen,6TYL-ASU0-VHH_D-Ag_A,-0.011370,-0.017295,1.00000
reference__6TYL-ASU0-VHH_I-Ag_A,reference_antigen,6TYL-ASU0-VHH_I-Ag_A,-0.011069,-0.016830,1.00000
reference__6V7Z-ASU0-VHH_F-Ag_A_B,reference_antigen,6V7Z-ASU0-VHH_F-Ag_A_B,-0.009298,-0.012390,1.00000
reference__6X04-ASU0-VHH_F-Ag_B_E,reference_antigen,6X04-ASU0-VHH_F-Ag_B_E,0.010756,-0.008373,1.00000
reference__6X04-ASU0-VHH_L-Ag_E_H,reference_antigen,6X04-ASU0-VHH_L-Ag_E_H,-0.008894,-0.011822,1.00000
reference__7E9G-ASU0-VHH_E-Ag_R,reference_antigen,7E9G-ASU0-VHH_E-Ag_R,0.010856,-0.008698,1.00000
reference__7EO4-ASU0-VH_E-VL_E-Ag_B,reference_antigen,7EO4-ASU0-VH_E-VL_E-Ag_B,0.335109,0.042160,1.00000
reference__7F1O-ASU0-VHH_E-Ag_A,reference_antigen,7F1O-ASU0-VHH_E-Ag_A,0.008908,-0.000228,1.00000
reference__7K7H-ASU0-VH_H-VL_L-Ag_A,reference_antigen,7K7H-ASU0-VH_H-VL_L-Ag_A,-0.019267,-0.025549,1.00000
reference__7K7I-ASU0-VH_J-VL_K-Ag_B,reference_antigen,7K7I-ASU0-VH_J-VL_K-Ag_B,-0.012165,-0.018578,1.00000
reference__7K7I-ASU0-VH_M-VL_N-Ag_A,reference_antigen,7K7I-ASU0-VH_M-VL_N-Ag_A,-0.011363,-0.015417,1.00000
reference__7K7I-ASU0-VH_P-VL_Q-Ag_C,reference_antigen,7K7I-ASU0-VH_P-VL_Q-Ag_C,-0.011294,-0.015422,1.00000
reference__7KI1-ASU0-VHH_N-Ag_A,reference_antigen,7KI1-ASU0-VHH_N-Ag_A,-0.010056,-0.013773,1.00000
reference__7KQY-ASU0-VHH_A-Ag_B,reference_antigen,7KQY-ASU0-VHH_A-Ag_B,-0.012672,0.011758,1.00000
reference__7LJB-ASU0-VH_E-VL_D-Ag_A,reference_antigen,7LJB-ASU0-VH_E-VL_D-Ag_A,-0.008560,-0.012794,1.00000
reference__7LJB-ASU0-VH_G-VL_F-Ag_A,reference_antigen,7LJB-ASU0-VH_G-VL_F-Ag_A,-0.010402,-0.014037,1.00000
reference__7M7E-ASU0-VH_C-VL_D-Ag_A,reference_antigen,7M7E-ASU0-VH_C-VL_D-Ag_A,-0.008901,-0.011946,1.00000
reference__7M7G-ASU0-VH_C-VL_D-Ag_A_B_E,reference_antigen,7M7G-ASU0-VH_C-VL_D-Ag_A_B_E,-0.008703,-0.011617,1.00000
reference__7N0I-ASU0-VHH_J-Ag_C,reference_antigen,7N0I-ASU0-VHH_J-Ag_C,-0.021011,-0.050009,1.00000
reference__7QHA-ASU0-VHH_C-Ag_A,reference_antigen,7QHA-ASU0-VHH_C-Ag_A,-0.011547,-0.016088,1.00000
reference__7SAJ-ASU0-VHH_J-Ag_E,reference_antigen,7SAJ-ASU0-VHH_J-Ag_E,-0.009185,-0.012029,1.00000
reference__7T0W-ASU0-VH_G-VL_F-Ag_A,reference_antigen,7T0W-ASU0-VH_G-VL_F-Ag_A,-0.007453,-0.010949,1.00000
reference__7T0Z-ASU0-VH_H-VL_L-Ag_D,reference_antigen,7T0Z-ASU0-VH_H-VL_L-Ag_D,-0.008694,-0.010645,1.00000
reference__7WU9-ASU0-VH_S-VL_S-Ag_A,reference_antigen,7WU9-ASU0-VH_S-VL_S-Ag_A,0.371337,0.048218,1.00000
reference__8CAF-ASU0-VH_B-VL_A-Ag_F,reference_antigen,8CAF-ASU0-VH_B-VL_A-Ag_F,-0.021978,-0.039472,1.00000
reference__8CAF-ASU0-VH_D-VL_C-Ag_E,reference_antigen,8CAF-ASU0-VH_D-VL_C-Ag_E,-0.034062,-0.064351,1.00000
reference__8DJK-ASU0-VH_H-VL_L-Ag_A,reference_antigen,8DJK-ASU0-VH_H-VL_L-Ag_A,-0.009041,-0.012744,1.00000
reference__8DJM-ASU0-VH_H-VL_L-Ag_A,reference_antigen,8DJM-ASU0-VH_H-VL_L-Ag_A,-0.010834,-0.014737,1.00000
reference__8G2Y-ASU0-VHH_N-Ag_A,reference_antigen,8G2Y-ASU0-VHH_N-Ag_A,0.334864,0.042924,1.00000
reference__8H64-ASU0-VHH_D-Ag_C,reference_antigen,8H64-ASU0-VHH_D-Ag_C,-0.013717,-0.020100,1.00000
reference__8H64-ASU0-VHH_H-Ag_A,reference_antigen,8H64-ASU0-VHH_H-Ag_A,-0.013437,-0.019778,1.00000
reference__8I7W-ASU0-VH_E-VL_E-Ag_B,reference_antigen,8I7W-ASU0-VH_E-VL_E-Ag_B,0.337372,0.042600,1.00000
reference__8IM1-ASU0-VHH_H-Ag_C,reference_antigen,8IM1-ASU0-VHH_H-Ag_C,-0.012725,-0.024239,1.00000
reference__8J7U-ASU0-VH_E-VL_C-Ag_A,reference_antigen,8J7U-ASU0-VH_E-VL_C-Ag_A,-0.013483,-0.020113,1.00000
reference__8J7U-ASU0-VH_F-VL_D-Ag_A,reference_antigen,8J7U-ASU0-VH_F-VL_D-Ag_A,-0.012537,-0.020501,1.00000
reference__8J7V-ASU0-VH_E-VL_C-Ag_A,reference_antigen,8J7V-ASU0-VH_E-VL_C-Ag_A,-0.009521,-0.012562,1.00000
reference__8J7V-ASU0-VH_F-VL_D-Ag_A,reference_antigen,8J7V-ASU0-VH_F-VL_D-Ag_A,-0.014499,0.009089,1.00000
reference__8J7W-ASU0-VH_E-VL_C-Ag_A,reference_antigen,8J7W-ASU0-VH_E-VL_C-Ag_A,-0.008722,-0.011845,1.00000
reference__8J7W-ASU0-VH_F-VL_D-Ag_A,reference_antigen,8J7W-ASU0-VH_F-VL_D-Ag_A,0.010758,-0.006781,1.00000
reference__8J80-ASU0-VH_E-VL_C-Ag_A,reference_antigen,8J80-ASU0-VH_E-VL_C-Ag_A,-0.011190,-0.019151,1.00000
reference__8OQ3-ASU0-VHH_C-Ag_A,reference_antigen,8OQ3-ASU0-VHH_C-Ag_A,-0.009643,-0.015204,1.00000
reference__8PMX-ASU0-VH_H-VL_L-Ag_A,reference_antigen,8PMX-ASU0-VH_H-VL_L-Ag_A,0.013040,-0.010339,1.00000
reference__8RTF-ASU0-VHH_G-Ag_A,reference_antigen,8RTF-ASU0-VHH_G-Ag_A,-0.036135,0.111776,1.00000
reference__8RTF-ASU0-VHH_I-Ag_C,reference_antigen,8RTF-ASU0-VHH_I-Ag_C,-0.092398,0.341436,1.00000
reference__8RTF-ASU0-VHH_J-Ag_C,reference_antigen,8RTF-ASU0-VHH_J-Ag_C,-0.088321,0.352185,1.00000
reference__8RTF-ASU2-VHH_G-Ag_A,reference_antigen,8RTF-ASU2-VHH_G-Ag_A,-0.064188,0.239533,1.00000
reference__8RTF-ASU2-VHH_K-Ag_C,reference_antigen,8RTF-ASU2-VHH_K-Ag_C,-0.064730,0.237974,1.00000
reference__8RVR-ASU0-VHH_G-Ag_A,reference_antigen,8RVR-ASU0-VHH_G-Ag_A,-0.087720,0.342927,1.00000
reference__8RVR-ASU0-VHH_H-Ag_A,reference_antigen,8RVR-ASU0-VHH_H-Ag_A,-0.036982,0.113573,1.00000
reference__8RVR-ASU0-VHH_I-Ag_C,reference_antigen,8RVR-ASU0-VHH_I-Ag_C,-0.021612,-0.055775,1.00000
reference__8RVR-ASU0-VHH_J-Ag_C,reference_antigen,8RVR-ASU0-VHH_J-Ag_C,-0.022139,-0.056628,1.00000
reference__8SFZ-ASU0-VHH_B-Ag_D,reference_antigen,8SFZ-ASU0-VHH_B-Ag_D,-0.010743,-0.003841,1.00000
reference__8TEA-ASU0-VH_F-VL_I-Ag_C,reference_antigen,8TEA-ASU0-VH_F-VL_I-Ag_C,-0.009049,-0.012694,1.00000
reference__8TJN-ASU0-VH_C-VL_D-Ag_A_B_E,reference_antigen,8TJN-ASU0-VH_C-VL_D-Ag_A_B_E,-0.008878,-0.012997,1.00000
reference__8TJN-ASU0-VH_E-VL_F-Ag_A_B_C,reference_antigen,8TJN-ASU0-VH_E-VL_F-Ag_A_B_C,-0.009731,-0.012775,1.00000
reference__8TME-ASU0-VH_H-VL_L-Ag_A,reference_antigen,8TME-ASU0-VH_H-VL_L-Ag_A,-0.008908,-0.012001,1.00000
reference__8TMH-ASU0-VH_F-VL_G-Ag_A,reference_antigen,8TMH-ASU0-VH_F-VL_G-Ag_A,0.012798,-0.008358,1.00000
reference__8TMQ-ASU0-VH_H-VL_L-Ag_A,reference_antigen,8TMQ-ASU0-VH_H-VL_L-Ag_A,-0.011683,-0.018019,1.00000
reference__8UIO-ASU0-VH_H-VL_L-Ag_A,reference_antigen,8UIO-ASU0-VH_H-VL_L-Ag_A,-0.015975,-0.006223,1.00000
reference__8W5F-ASU0-VH_H-VL_L-Ag_C,reference_antigen,8W5F-ASU0-VH_H-VL_L-Ag_C,-0.009827,-0.013815,1.00000
reference__8Y62-ASU0-VH_E-VL_E-Ag_A,reference_antigen,8Y62-ASU0-VH_E-VL_E-Ag_A,-0.010839,-0.014983,1.00000
reference__8YJ7-ASU0-VH_E-VL_E-Ag_B,reference_antigen,8YJ7-ASU0-VH_E-VL_E-Ag_B,-0.011004,-0.015265,1.00000
reference__8ZBI-ASU0-VH_F-VL_F-Ag_B,reference_antigen,8ZBI-ASU0-VH_F-VL_F-Ag_B,0.388599,0.050720,1.00000
reference__8ZRE-ASU0-VH_h-VL_l-Ag_A,reference_antigen,8ZRE-ASU0-VH_h-VL_l-Ag_A,-0.010984,-0.015868,1.00000
reference__9BIF-ASU0-VH_G-VL_I-Ag_E,reference_antigen,9BIF-ASU0-VH_G-VL_I-Ag_E,-0.011032,-0.014194,1.00000
reference__9BIF-ASU0-VH_J-VL_K-Ag_E,reference_antigen,9BIF-ASU0-VH_J-VL_K-Ag_E,-0.011502,-0.016841,1.00000
reference__9C24-ASU0-VH_A-VL_B-Ag_C,reference_antigen,9C24-ASU0-VH_A-VL_B-Ag_C,-0.012879,-0.024862,1.00000
reference__9C24-ASU0-VH_H-VL_L-Ag_C,reference_antigen,9C24-ASU0-VH_H-VL_L-Ag_C,-0.009646,-0.013152,1.00000
reference__9E3L-ASU0-VH_G-VL_H-Ag_E,reference_antigen,9E3L-ASU0-VH_G-VL_H-Ag_E,-0.012336,-0.018798,1.00000
reference__9E7L-ASU0-VHH_S-Ag_G,reference_antigen,9E7L-ASU0-VHH_S-Ag_G,-0.010001,-0.013585,1.00000
reference__9G4E-ASU0-VH_C-VL_D-Ag_A,reference_antigen,9G4E-ASU0-VH_C-VL_D-Ag_A,-0.010204,-0.011871,1.00000
reference__9I5E-ASU0-VHH_N-Ag_A,reference_antigen,9I5E-ASU0-VHH_N-Ag_A,-0.040146,-0.116014,1.00000
reference__9JKS-ASU0-VH_S-VL_S-Ag_B,reference_antigen,9JKS-ASU0-VH_S-VL_S-Ag_B,-0.015084,0.008297,1.00000
reference__9MGB-ASU0-VH_k-VL_k-Ag_J,reference_antigen,9MGB-ASU0-VH_k-VL_k-Ag_J,-0.010129,-0.013866,1.00000
reference__9PC6-ASU0-VH_J-VL_I-Ag_A_B_K,reference_antigen,9PC6-ASU0-VH_J-VL_I-Ag_A_B_K,-0.001228,-0.006122,1.00000
reference__9PXU-ASU0-VHH_K-Ag_H,reference_antigen,9PXU-ASU0-VHH_K-Ag_H,-0.009431,-0.012501,1.00000
